,曲名,発売日,表示回数,歌詞
0,スカート,2018-11-14,"3,790",いつも見たいのは心の中今日は余所行きの風にまかせ隠せぬ気持ち　この胸のときめき君のスカートそりゃないぜ眩しい君のスカート慌てて向こうの壁を見て頭でも冷やそうかなフラワーショップのBGM人気のないイートインスペース話を聞くのもうんざりだずっと流れてるIn My Life今すぐこんなの終わらせて息が切れるほど走り回って子どもみたいな汗をかいて腹を抱えて笑えたら良いそんなことを考えながらかき混ぜるブラックコーヒーちっとも美味しくない夏の思い出みたく苦いいつも見たいのは心の中今日は余所行きの風にまかせ隠せぬ気持ち　この胸のときめき君のスカート確かめてやりたいんだどこまで行けるのか腫れぼったい僕ら同じ格好　同じ顔つきでシーサイドタウンミッドナイトパリ余計な詩をすぐ書き足して天気もアレだし濡れないうちにそれをしまったきっとこの瞬間　両手を広げ無限を全身で感じたら享楽だったり芸術に足を取られることもないはずさ誰でもいいから追い越して不機嫌な雲を追い越してもしもし　いまどここれからもどるよフラワーショップで待っててよいつも見たいのは心の中今日は余所行きの風にまかせ隠せぬ気持ち　この胸のときめき君のスカート情けないけど気になる休日流行りの服に疲れたミュージック埃をかぶる気持ちに優しく息を吹きかけてあげるよいつも見たいのは心の中今日は余所行きの風にまかせ隠せぬ気持ち　この胸のときめき君のスカートこの歌詞をマイ歌ネットに登録 >このアーティストをマイ歌ネットに登録 >
0,スキューバダイビング,2021-07-28,"2,226",成し遂げたり縛られたり引っ張ったり押し退けたり自由なようで不自由な僕たちがここにいるあの人はセックスシンボルグロスはぴかぴかの真っ赤さありえないことだよ夜が奇跡みたいに燃え上がる漫画もゲームも飽きたことだし冷たいものでも飲みたい一方通行の頭の中にいい風　吹かせたいな何にも感動できない日は君の声さえも消えてほしいよ10年　20年変わらないことを知るのが怖いのさノックの音はどんどん早くなり応答する気も失せてくるドアの隙間から光が伸びてそれらしい理由を探し出す今はどこにも行きたくない今はどこにも行きたくない今はどこにも行きたくないのに抱きしめ合えばいいよ口づけあえばいいよ抱きしめ合ったら口づけ合ったらずっとこんな調子で生きていけるだろうスキューバダイビングあなたと言葉を交わさずに見つめ合う時間スキューバダイビング最後だよシンボルは生き物みたいに燃え続けている！シンボルは生き物みたいに燃え続けている！この歌詞をマイ歌ネットに登録 >このアーティストをマイ歌ネットに登録 >
0,Spike Jonze,2019-05-22,"3,123",身体だけあなたにあずけて心は離れた場所へどこへでも繋がるトンネルの先に趣味の悪いコラージュが映るえらくシュッとしたスポーツ選手とか動物たちのじゃれ合い壁に描かれたアート香ばしい匂いが立ち込める旅人よ　ここには何もないのさ緑を求め走れよダメになっちゃうからこの歌詞をマイ歌ネットに登録 >このアーティストをマイ歌ネットに登録 >
0,スプートニクの犬,2020-07-08,"4,986",わたしはもう疲れましたあなたを愛することをやめた優しい朝　突き抜けたひこうきぐもスプートニク2号帰る場所もなく燃え尽きてしまうI Don't Wanna DieI Don't Wanna Cryこの空虚な銀河の中心ファーストクラスにひとりぼっち景色はウェルメイドなLSI打つ球なし　ライフもなし敵なしの滑らかなムーヴパンクロックだって響かない美味い酸素はやつらがしこたま吸ってるSOS を発令中反り返った匙は外へ投げる角ばった地球丸くない地球のホーミー　さよなら2040 の喜劇は物悲しいこんな風にみんな口笛を鳴らしまだまだやりたいことだらけ夢半ばで簡単に死ねない無線を飛び交う知らない言語うんざりするよdollar dollar bill y'allわたしはもう疲れましたあなたを愛することをやめた優しい朝　突き抜けたひこうきぐもスプートニク2号帰る場所もなく燃え尽きてしまう笑えないもう笑えない醜い星だったでも恋しいや君の髪の毛が今揺れた気がしたからこれは悪い夢きっとそう　悪い夢だよ目を擦っても頬を抓ってもまるで醒める気配がないんだこれは悪い夢きっとそう　悪い夢だよ飛ばすSOS　君を待ってるこの歌詞をマイ歌ネットに登録 >このアーティストをマイ歌ネットに登録 >
0,スーパースター,2019-05-22,"6,009",うんざりしちゃうよ毎日が一緒ロードムービーみたいに自分に酔いどれるのもやめたよもうとっくにやめたよ裸一貫じゃ難しい世界着飾って華やかなステージに上がるハイエンド　ローエンド　関係なしいつかの女も同じような夢を見る「転がる石にはなれそうかい？」幸せはぶきっちょな恋人みたい図らずもそれらを呼び寄せる力が確かにあった　僕にはあったメリークリスマス　この街が好きさまどろむ夜の灯りはクリスタルメリークリスマス　この街が好きさそろそろ旅の支度をしなくちゃ柵の向こうで燃え上がる家足の着いた暮らしはそう簡単じゃないI Love You I Need Youそれだけで満たされるやつらもたまにはいるけどかつては僕だってスーパースター誰もが羨むスーパースターときめきと少しの冷ややかな視線を全身に浴びたさメリークリスマス　この街が好きさまどろむ夜の灯りはクリスタルメリークリスマス　この街が好きさそろそろ旅の支度をしなくちゃメリークリスマス　この街が好きさここから先はガサツなフリースタイルメリークリスマス　この街が好きさそろそろ旅の支度をしなくちゃあなたが一生を終えた時に残るのはあの頃の偶像で立ち止まった瞬間の美しい横顔をテレビはちっとも映さない残酷な話さ　だけどそれも正しい夢はいつか覚めるがそれまでは命がけ日めくりのカレンダーに書かれた格言が時代の弱さを炙り出す悲しいかなメリークリスマス　この街が好きさまどろむ夜の灯りはクリスタルメリークリスマス　この街が好きさそろそろ旅の支度をしなくちゃメリークリスマス　この街が好きさここから先はガサツなフリースタイルメリークリスマス　この街が好きさそろそろ旅の支度をしなくちゃ「転がる石にはなれそうかい？」この歌詞をマイ歌ネットに登録 >このアーティストをマイ歌ネットに登録 >
0,そして夢で逢いましょう,2021-07-28,"2,090",現実的な光が注ぐ部屋から欲望を粒子に変えていくのさオスロシティは下ろし立ての匂いで扉の向こうへと気持ちを連れ去ってくれるあれもこれもそれもどれもって憧れは伽藍のように広いリストを順々に潰していく毎日でもね僕が欲しいもの　沢山あるけどちゃんと手筈を踏んでいかなきゃねこんな半端な気持ちのままで幸せを感じるわけがないよねないものねだりの人生も当たり前に終わるから今日もパーティーはお開きさ変に期待を持たないでねそして夢で逢いましょう安らぎだけじゃないお馴染みの部屋から宇宙の星々になってみるのさオスロシティは下ろし立ての匂いで憂鬱の訳を適当に託けてくれるあれもこれもそれもどれもって憧れは伽藍のように広いリストは一旦片隅に置いとこうぜほらね僕が欲しいもの　沢山あるけどちゃんと手筈を踏んでいかなきゃねこんな半端な気持ちのままで幸せを感じるわけがないよねないものねだりの人生も当たり前に終わるから今日もパーティーはお預けさあんま気を落とさないでねそして夢で逢いましょうこの歌詞をマイ歌ネットに登録 >このアーティストをマイ歌ネットに登録 >
0,卒業,2019-05-22,"4,706",手を振り返した君の愛おしさが僕の手に伝わってただ悲しいから季節の変わり目にそっと花を添えて間合いのない僕らの日々を彩ってよ騒がしいクラスメイトが時折見せたうつむき顔に心当たりはないけど静寂の波がその影に迫る前に思いの丈をつらつらと書き留めようここは遊び場だけどずっと一人年の暮れにはもっと素直でいたいサッカーボールの軌道君がいる街のことさりげないピースとともに今更言えないよ　こんな気持ちたくさんの面影もあるはずだから泣かないで恋人よ　前を向け素晴らしき今日のあなたと夢のようなダンスをさらば愛しき友よ　いつかまた枕を濡らすような夜には声を聞かせてよ僕だって悲しみの海をゆく素晴らしき今日のあなたよまたこの場所でこの歌詞をマイ歌ネットに登録 >このアーティストをマイ歌ネットに登録 >
0,ソングスフォージエイリアン,2021-07-28,"1,407",あの大きな太陽に何でも投げ込んで曇りの消えた視界で君に好きだと言えたらこの世界の不気味な明るさは気にも留めずに誰かのための歌を歌うだろう月の裏側に向けてソングスフォージエイリアンこの声は届くだろうか歪曲したイメージを放ってあの大きな太陽に何でも投げ込んで曇りの消えた視界で僕の顔を睨んでいたらこの世界の不気味な明るさはすぐに白けてまた小さな花を枯らすだろう月の裏側を見せてソングスフォージエイリアン光は向こう側に着いたぞ歪曲したイメージを放ってこの歌詞をマイ歌ネットに登録 >このアーティストをマイ歌ネットに登録 >
0,胎内回帰,2020-07-08,"5,050",温かいものか冷たいものか分からないほどに　伝うものは黒い話がしたい　むきだしの心裏打ちなどないお前のその心壁紙を剥がす時思い出すあの日々無意味に開けた穴にまろやかなミルクを注ぎ込むように胎内回帰帰れない僕らの祈り胎内回帰歓びも嘆きも朧げな記憶の中新しい声が切れ切れになるグロテスクな世界に怯えてしまう少年少女が集まる場所で晒された素肌や純白さが怖いたてがみを生やすように何もかも変わってゆくひび割れた小窓から色づいたレンズで覗き込むように胎内回帰悲しみの丘を降って胎内回帰この星の終わりを決めるのは僕らじゃない歓びも嘆きも朧げな記憶の中この歌詞をマイ歌ネットに登録 >このアーティストをマイ歌ネットに登録 >
0,タクシードライバー,2018-11-14,"13,103",夜の光は切ないけど君が思ってる以上にそれは美しいこの退屈な余興も素晴らしい日々の憂いも箱庭の生活を豊かにするんだ涙を上手に隠して今日も君に会わなくちゃいけないや悲しい時だけ開けるドアそこで出会える仲間も消えていったああ　傷の一つも癒えないけど君が思ってる以上にそれは美しい平気な顔で嘘をついて今宵の歌はこれに決定そんなに嫌いじゃないよってきっと言うんだ本当の気持ちは一握りタバコやお酒じゃ到底引き出せないなみんなラッキーでもなければアンラッキーでもないや広がる話もありゃしないさあ窓を開けて風を浴びてあの子の言葉を反芻するとてもクールな目で静かに動いた口元ザラつき　飲み込めずにいるそれを欲張りなミックスで味わおう口をつぐむことで見えてくるものもあるだろう疑いもなく体重をあずけてみたいのに暇のない僕はそれができないタクシードライバー僕の願いを聞いておくれタクシードライバーぐらついた瞳の奥で涙を上手に隠して今日も君に会わなくちゃいけないや寂しい時だけ連なるドアそれをなりふり構わず開けていったああ　遊び疲れた街の灯りが僕の頭上で砕け散った逆さに吊られた表情掴めない天気予報もう優しさの雨はいらないよ知らない誰かがまた笑い出すそれがペン先に触れて文字になれば怖がりなあの子の足元も照らせるだろうか照らせるだろうかいっぱいの光でタクシードライバー僕の願いを聞いておくれタクシードライバーぐらついた瞳の奥で本当の気持ちは一握りタバコやお酒じゃ到底引き出せないなみんなラッキーでもなければアンラッキーでもないや広がる話もありゃしないこの歌詞をマイ歌ネットに登録 >このアーティストをマイ歌ネットに登録 >
0,冷たく燃える星の下で,2019-05-22,"3,157",ちやほやされたって無神経なこと言われたって決意は揺らがないぜ　多分ブレない心　それでもお腹は空くハンバーガーにポテトジンジャーエールにナゲットIt's Gonna be Alrightテレビくらいプレーンな気持ちで見させてちょうだいよみんなムキになりすぎさコンプレックスを助長しているだけだ疲れたしつまらないしくだらないよIt's Gonna be Alright「僕らの未来はどうなっちゃうの？」っていつまでも歌うよノックなんかしないでも構わないさ　ただ不安なだけとはいえ実際さ口のひん曲がったやつばっかで僕はまた無邪気なフリをする頭はまっさらで心は真っ黒に近いIt's Gonna Be Alright涙の行方をあてもなく探してはいるけれどセットみたいな路地裏でばったりと会える気がしてる「僕らの未来はどうなっちゃうの？」っていつまでも歌うよノックなんかしないでも構わないさ　ただ不安なだけちやほやされたって無神経なこと言われたって決意は揺らがないぜ　多分ブレない心　それでもお腹は減るハンバーガーにポテトジンジャーエールにナゲットIt's Gonna be Alrightこの歌詞をマイ歌ネットに登録 >このアーティストをマイ歌ネットに登録 >
0,東京,2018-11-14,"4,027",最近は何を着ても誰といてもくだらない君が笑ったならそれだけで良い日だって言えるのかな正直本当にどうでもいいやあの子もその子も怒る前に泣いてしまうたまらなく悲しい時ほどおかしく笑ってしまうだから君が笑う時僕は涙を流したいよだけど世の中みんなくだらないそんなもので溢れてる僕らはまだまだ若すぎて空っぽのゴミ箱に二つと無い時間をそっと捨てるだけ最近は何を着ても誰といてもくだらない君が笑ったならそれだけで良い日だって言えるのかな正直本当にどうでもいいや寄り道ばかり　花の名前も忘れたよ雨上がりを知りたくて靴を汚したりするよ都市が生まれ変わるような何でもない切なさに囚われるほどみんな暇じゃない舌を出して笑おうか僕らはまだまだ若すぎてあの星を穿つような果てしない夢や希望をネタにして最近は何を着ても誰といてもくだらない君が笑ったならそれだけで良い日だって言えるのかな正直本当にどうでもいいやこの歌詞をマイ歌ネットに登録 >このアーティストをマイ歌ネットに登録 >
0,talkaboutmyteacher,2019-05-22,"2,080",忘れてしまった先生のこと時間をかけて思い出してみる芸術家のようなボサボサの髪はそんなに嫌いではなかったなできない生徒に手を上げてできる生徒には優しかった親の評判は最悪だけれどみんな先生のことが好きだったそれは誰の絵も悪く言わないからすべて特別で　特別じゃないからこの歌詞をマイ歌ネットに登録 >このアーティストをマイ歌ネットに登録 >
0,泣けない人には優しくない世界,2021-07-28,"2,238",誰かのこと好きになりかける夜には自由な心が必要なのさコンクリートにぺたりと張りついた僕の影引きずり込まれないようにこの世の楽しいことをかき集めて生きるのだテレパシーなどあるはずがない僕と君も大きな力を信じる気持ちが全てでそれぞれがそれぞれをくだらねえと思いながら寂しさや虚しさや怒りをどっかにやるため身を寄せ合うありがとねさよなら　また明日泣けない人には優しくない世界あなたがいるから　旅は続くよ線路の向こうでは幽霊が行進見惚れちゃった君を抱きしめて歩き出す新しいことを始めようとする朝には正義なんかより大切なことがあるはずだ愛着など感じられそうもない陽の光結局避けられないまま動きのない一日を許してしまう時もある本当に気持ちいいことってなんだろう本当に美しいものってなんなのさ本当の優しさはこの世になんてないけれど本当の憎しみはこの世の深くて純粋なところにある笑っちゃうよねひとまずはさよならまた明日泣けない人には優しくない世界あなたがいるから　旅は続くよ線路の向こう側　僕らに似た影たくさんの嘘を抱きしめて歩き出すこの歌詞をマイ歌ネットに登録 >このアーティストをマイ歌ネットに登録 >
0,夏の魔法'18,2018-11-14,"3,216",もうやんなっちゃうよジリジリ暑いお日様はずっと上機嫌さ息巻いた僕は公園のベンチに座り込み犬みたいに喉を枯らし冷えたサイダーを飲む銀河鉄道999のメロディ昨日まではぴったりハマってたのにちょっと大胆なあの子がちらつくから今日はレイドバック　頭働かないこちら東京　最高気温を更新太刀打ちできるわけない状況にアホ面で構えようが涼しげに待とうがこの閉塞感ったらタフで動物的空っぽのバッグを抱きしめて書店と雑貨屋をぐるぐるはしごする君はそんな冴えない日々に切り込んで次から次へ色をつけやがる暮らしを脅かされそうなその声どんな捻くれたやつでも釘付け柔い風も相まってほら君に夢中これが巷でウワサのアレなのか君にかかってる夏の魔法解けるまでクールなこの日常今年はフレッシュなことをしよう悩ましき現代病君にかかってる夏の魔法解けるまでクールなこの日常猿みたいに何度もOn and On戻れる気がしないよ止まらない汗になすすべもなくてむせ返るほど高まった僕の熱日が隠れたものの数秒の間に子どもは次の街へゆく地下鉄の冷気が漏れる歩道に入り浸る半端な時間の淵でバランスの取れない自己像とか今日の夕飯のことを考える空とおんなじ青でまとめた服や靴擦れを起こしてるサンダル遠くで聞こえる打ち水の音果物みたいにキュートなその胸揺らす身体　光と陰その狭間にある別の世界軽やかなステップで今を飛びこえようこのチャンスはたった一度きり君にかかってる夏の魔法解けるまでクールなこの日常今年はフレッシュなことをしよう悩ましき現代病君にかかってる夏の魔法解けるまでクールなこの日常猿みたいに何度もOn and On戻れる気がしないよ夏の魔法みんな浮き足立つ少し先の未来だけどワクワクドキドキ止まらないきっと夏の魔法はまだ解けないまだまだ解けないこの歌詞をマイ歌ネットに登録 >このアーティストをマイ歌ネットに登録 >
0,2021年のロボットダンス,2021-07-28,"2,659",世界は広くて狭い感情は　4つでそれ以外は無意味正気の沙汰じゃない正義Feel Like Makin' Love芸術の数だけ過ちがある大多数の個体は壊れ物僕の唯一の友達も終わらない憂鬱を抱えてる覚めない希望を勘ぐってる誰にも期待できない状態これはこれでよくないだけど何もできない俺たちまだヤングマン今飛び出そうぜなんだかんだ時間は過ぎるしその時間もそんなに無駄じゃない教えを乞うより今繋がる方がきっと僕らのためにも良いはずだ哀愁は永遠永遠は救済救済は音楽音楽は時間2021年に生まれたロボットダンスを見てみろよ憂鬱なときもハイになったときも君をどうにかするためにあるノレない僕らはダメかもしれないグッドボタンに殺されちゃうかも！みんな大好きなものが溢れて居場所を無くした人間は家に帰る哀愁は永遠永遠は救済救済は音楽音楽は時間この歌詞をマイ歌ネットに登録 >このアーティストをマイ歌ネットに登録 >
0,2040,2020-07-08,"3,649",残酷なやり方であの子の純朴さを奪わないでライターの熱を近づけて溶けた涙なんて嘘さ不健康だよ魔法が解けて日が差せばこの可愛いまつ毛ともお別れかなさかりのついた十代みたいに無防備でタフな箱舟に乗せた愛の言葉暗い海に浮かべたりしたい大人びた香りをまとって歪な影はみるみると広がってゆくカーテンの裏の企み　ニヤつき足音　四隅の見えない散らかり張り付いた夜が律儀に剥がれていくよだから今だけ無邪気に喋ろうよ涙をこらえて世界は終わる　それなのに昨日と変わらず服を着て過ごしています今日まで生きた僕らがおかしくてしゃかりきに何か伝えようとするテレビの音プツンと切れて　それからは知らない確かにそこに暮らしがあったスパルタンもジョーカーもいない街さ見放された虫かごの中みたいだねこの歌詞をマイ歌ネットに登録 >このアーティストをマイ歌ネットに登録 >
0,246,2021-07-28,"1,593",たまらなく愛しい風が吹いてどんな複雑な形にもなれると思った名前も忘れちゃって構わないよ笑顔があればその可愛い笑顔があれば世界を物にできるさ朝と昼と夜の区別がつかなくなったミッキーマウス寂しくないさと息巻いた246　今日も元気毎日楽しいときたま悲しいよく食べ　よく笑うそんな生活Feelin' Good不思議な夢にボケっとする朝も説明過多のドラマ　ワイドショーで上書き全部　忘れたなんだか今日は変われる気がする絶対に何かが変わる気がする空気で分かる　匂いで分かる夜にはきっと全部が良くなるアイデンティティ獲得の冒険多分済んでない地に足つかないよ　全然それも悪くない虚実取り混ぜて遊ぶ君と僕のカリカチュアすべて笑い飛ばすことができるかい？願いはひとつだけさ儚い心で生きていたいな泣きたい時にはうんと泣きたいな素敵なタイミングで泣けたらいいさ朝と昼と夜の区別がつかなくなったミッキーマウス寂しくないさと息巻いた246　今日も元気足踏みをしながらがさごそと鳴らすグレゴリー夢の国を目指すのさ可愛い着ぐるみ被ってまともな人間狂ってる人間賢い人間卑しい人間それを決めてるのはどんな人間俺たち最高にまともじゃないねこの歌詞をマイ歌ネットに登録 >このアーティストをマイ歌ネットに登録 >
0,ハッピーニュースペーパー,2019-11-27,"11,563",何もないところから生まれない無邪気なままじゃきっといられないラブゲームばかり　ギラつかす目と目ダークコメディは皮肉にならない桃色の文字と装飾に取り込まれてるピュアな友達もダサいピアス耳からぶら下げて僕に中指立ててみせるのさだから毎晩　必死に考える僕らのリアルとバーチャルについて襲う大海獣ガメラ　インデペンデンスデイアンブレラ　12モンキーズレイヤーを何枚も何枚も重ねちまえばネタばらし無し　性根の悪いフェイクニュース思考停止のskrt skrt一つ覚え　二つ覚え　噛み付く狂犬僕にはできないなヘッドショットHey Guys散々こすられまくったようなシチュエーションでも僕を忘れないでおめでとう人類よくやったぞ人類宇宙一ゴージャスな生活が待ってるさっさとまずいコーンフレークを流し込んで朝刊を見なよおめでとう人類よくやったぞ人類疑う余地なんてないほどにクールさ今すぐニュースペーパーを読み込んで街へ出かけよう歯型のついた金メダルとタバスコ浸した銅メダルアンビバレントな輝きに悩ます心と頭　どちらでもいいささくれた思春期を超え確かな嗅覚をそのままポイしてやっとこさで重い腰をあげる骨と皮だけの人類ヒューヒューと鳴らす　喉のあたりで軽快に鳴らす　みんなの正夢99年　大予言みたいな高揚感であっさり終わる世界ずっと1人で抱えてた苦しみをこんなふざけた笑顔の前に晒すならひとしきり泣いてカラフルなキャンディを舐めるさ甘くて切ないな　やりきれないな時計の針は変わらずチクタクおめでとう人類よくやったぞ人類宇宙一ゴージャスな生活が待ってるさっさとまずいコーンフレークを流し込んで朝刊を見なよおめでとう人類よくやったぞ人類疑う余地なんてないほどにクールさ今すぐニュースペーパーを読み込んで街へ出かけようこの歌詞をマイ歌ネットに登録 >このアーティストをマイ歌ネットに登録 >
0,ハッピーレインマン,2018-11-14,"2,330",いつまでもこんな風にいられないセブンイレブン　明かりが今日は綺麗だ意味のないやり取りも許せるだろうか僕と君は似ているからいつまでもこんな風にいられないテレビも飽きて君の髪がなびく頃に僕らはずっと先のことを話すよ先のことを話すよなし崩しに積まれた小さな嘘や音のないコマーシャル　聞こえる鼓動ダメなことないけど大きな声じゃ言えないかなありふれてるけど魔法だよ君にしか知らない歌があるありふれてるけど魔法だよ手懐けるように抱きしめるようにありふれてるけど魔法だよ君にしか知らない歌がある止みそうもないなんて無駄なことばかり歌っているいつまでもこんな風にいられないハイライト　消したこの道の角で傘は持ってないけれどそれでいいパートタイマーみたいに朝も夜もいつまでもこんな風に過ごしたい確かなこと　何一つ言いたくはないけれど君がそれでいいならば気にしないもう気にしないさ革命の夜は冴えない顔でどちらとも取れるような目をしてた確証はないけどそれなりに僕もやれそうかなありふれてるけど魔法だよ君にしか知らない歌があるありふれてるけど魔法だよ手懐けるように抱きしめるようにありふれてるけど魔法だよ君にしか知らない歌がある止みそうもないなんて無駄なことばかり歌っているいつまでもこんな風に過ごしたいセブンイレブン　明かりが今もまだ眠らない僕らを照らしているパートタイマー　朝も夜もこの歌詞をマイ歌ネットに登録 >このアーティストをマイ歌ネットに登録 >
0,ひみつのふたり,2019-05-22,"5,209",恐ろしい夢ばかり見るせい僕がこんなに優しくないのはもう一層の事　牙でも生やして君の肩に齧り付きたい情けないため息がすぐさま部屋を曇らせたぬるい湯船でとことん冷えた身体に鞭打つような眩しい光をダラダラと待っているんだもうどっかいってほっといてくれればずっと笑顔で会えるのにね優しさがチクリと胸を刺すもうすぐ時がくれば頭もバカになり君を襲ってしまうかもなそれまで秘密の二人でいい買い換えたばかりの携帯は早いとこ傷つけたくなる冬空を背にした君が見せつける強さにただ怯えていた毛を逆立て激しく威嚇してみても意味がないしやらしさとか抜きにしてその温もりに包まれちゃったらどうなるかなまあ分かるはずもないかもうどっかいってほっといてくれればずっと笑顔で会えるのにね優しさがチクリと胸を刺すもうすぐ時がくれば頭もバカになり君を襲ってしまうかもなそれまで秘密の二人がいいこの歌詞をマイ歌ネットに登録 >このアーティストをマイ歌ネットに登録 >
0,フェイクグリーン,2021-07-28,"2,526",誰に向けたでもない笑顔がまわりまわって君を追い詰める今はひとりでいたいというのに雨が降るから強く抱き合うふたりああ　面白い人が人を殺せるように人が人を生かせるとして誰かの誰かがそれを求めても僕は黙ってかぶりを振るだろうどうだっていいから僕はうまくやれるだろうかみんなうまくやれるだろうか君はうまくやれるだろうかみんなうまくやれるだろうか大好きなこの街にも大嫌いなとこがあるあなたとそれを分かち合えたらフェイクグリーン見渡す限りのフェイクグリーン大好きなこの街にも大嫌いなとこがあるあなたとそれを分かち合えたらフェイクグリーン見渡す限りのフェイクグリーンずっと正気でいてよね誰に向けたでもない笑顔がまわりまわって君を追い詰める今はひとりでいたいというのに雨が降るから強く抱き合うふたりああ　面白いこの歌詞をマイ歌ネットに登録 >このアーティストをマイ歌ネットに登録 >
0,フリークストーキョー,2019-05-22,"3,747",あなたのためにだけ透明な涙　流せたならそれはそれは気持ちが良くて震えるような瞬間だろうその柔らかな声を聞いたなら簡単に気づくだろう身体にまとわる棘の数僕らはみんなと違う圧倒的な正しさの前では酷く不器用な言葉を吐いてしまう夢にまで見た夏が終わり枯れた花束を優しく抱く飛び散る艶やかな残像たちの最後の言葉を噛みしめるように素朴に生きて素朴に死ぬこの歌詞をマイ歌ネットに登録 >このアーティストをマイ歌ネットに登録 >
0,ブルー,2019-05-22,"3,966",誰が長生きで誰が若くして死ぬとか今は分からないけどさみんな平等にそのチャンスがあってそのリスクがあるから素敵だなきっと無意識の中で行われるゲームは意識の上のそれよりも滑稽だよカメラを止めて　今すぐに彼がトゥルーマン　そうさトゥルーマン僕は箱庭の住人こんなこと考えてるうちに夜は明けて　次のターンだよサイコロを回して　またハズレくじ性に合わないくせに　一歩一歩着実に美しい人よ　どうかそのままで僕の肩を持ってずっと側にいてほしいんだ真昼の空は君の瞳のブルーダメだよベイビーコーヒーなんかいらない明日はきっと気持ちも晴れるさ騒がしいくらいのブルー鍵穴が塞がろうともこじ開けようとする彼僕はそれを見て笑うけど扉の向こうを知らないそんな生き方をいつからか好んでた多分これからも君の目を見れないあの子が輝き出すその瞬間居ても立っても居られなくなるのさ鏡の前で髪を乾かせば溶けることのない意志を感じられるよ美しい人　どうかそのままで美しい人　瞳の色はブルーダメだよベイビーコーヒーなんかいらない明日はきっと気持ちも晴れるさ騒がしいくらいのブルーこの歌詞をマイ歌ネットに登録 >このアーティストをマイ歌ネットに登録 >
0,プライベートビーチソング,2019-05-22,"4,656",銀河の果て　羽根を休めて僕の知る天使はそのまま死んだよ雪の降る夜　消えた火種に重みのある土を被せている覚えているか？僕たちがまだネットニュースに踊らされてた頃始発電車　冷え切ったベンチで話したあれこれ　グレーな話題あの時世界はもっともっと広くて雨の日は何より特別に思えた千鳥柄の大きな傘を持って指の先はピンク　衒いのないウィンク大切なものは変わらず大切で欲しいものは毎日増えて嫌になるね疲れを知らないこの島から脱走歌おうぜワナビーズ力のないワナビーズ宝のありかを教えてくれそれを見つけ出す力をくれよLife Goes On変わらず今でも高鳴る胸約束は一個も守れやしないけどLife Goes Onいいさ　別に減るもんじゃないし身を削った分だけ食べて飲んで眠ればしけたやりとりもダサいジーンズも日々のキラキラに昇華してしまうよだけど何だろう引き出しのずっと奥で寝息を立てる爪の長い動物目覚めたら全てが台無しになっちゃうとか本気で思ってたよ　どれも尊いから鏡に写る自分の顔ちゃんと見たことないような喋り方休まることのないソファから抱き上げ君をもっと良いところに連れて行きたい髪は乱れてもスニーカーは真っ白だしパリパリのシャツも正直似合ってないからもう二度と浴びることのない光の中さあ歌おうぜワナビーズ力のないワナビーズこの歌詞をマイ歌ネットに登録 >このアーティストをマイ歌ネットに登録 >
0,ヘベレケ,2021-07-28,"1,312",Life's a Bitchでも続く道牛歩のように進む日にちスローモーション×8環七通りは異常なしこれはノンフィクション脚色はなし観測者は俺だけだしちょっとやさぐれたり開けちゃうウイスキー想像よりはるかに平凡な味今死んでもいいなとか思えちゃったりもっと生きたいなんて思うエネルギーどっちも似てるすぐ茶化しちゃったりまどろみの中で気付いちゃうとことかもそういうムード　笑けてきちゃう別に楽しいことなんて何もないのにこれは小さな問題僕一人だけの誰も知らない些細な問題分かるかい？この歌詞をマイ歌ネットに登録 >このアーティストをマイ歌ネットに登録 >
0,Boys and Girls,2019-05-22,"5,649",僕のため息が世界を変える一番ユニークな策なのさでも愛しているどこか知らない国で偶然出会えたならその時は熱いキスをしよう君の感性が鈍くなってしまったから僕はすべてを捨ててしまえるさガムの味だって春の匂いだってどれもこれもが退屈に思えてくる高級なチョコレートの箱みたいな人生を誰もが送ろうと頑張っているけど身体に悪いよあの子が残した一個食べたら世界はきっと良からぬ方向に進んだりしちゃうのだろう僕のワンダーランドへようこそまるでクレイジータクシー容赦なく振り回してみたいよ心はペイパードライバーそれか引き際の分からないロックンロールの神様仮にハート型の心臓がついてたらどうだろう水のようになめらかな愛情を感じるかな朝はちょっと優雅に　夜はまあ気取らずに毎日楽しい気持ちでいっぱい僕のため息が世界を変える一番ユニークな策なのさでも愛しているどこか知らない国で偶然出会えたならその時は熱いキスをしよう良い日悪い日　どちらでもない日君がいるだけじゃ変わらない気持ち右から左に流れるテレパシーつまり何が言いたいまるで分からないずっと取っ掛かりのない話で盛り上がってたりベイビーガール　今何時？何もしたくないし楽しくないパーティー高級なチョコレートの箱みたいな人生をこの歌詞をマイ歌ネットに登録 >このアーティストをマイ歌ネットに登録 >
